0.001118033988749895,-0.004363323129985824,4
0,0,1
0.0009013878188659973,-0.004363323129985824,4
0,0,1
0.0003535533905932738,-0.004363323129985824,4
0,0,1
0.0007071067811865476,-0.004363323129985824,4
0,0,1
0.0003535533905932738,-0.004363323129985824,4
0,0,1
0.0007071067811865476,-0.004363323129985824,4
0,0,1
0.0003535533905932738,-0.004363323129985824,4
0,0,1
0.0009013878188659973,-0.004363323129985824,4
0,0,1
0.0003535533905932738,-0.004363323129985824,4
0,0,1
0.0007905694150420948,0.0,4
0,0,1
0.0016770509831248424,0.0,4
0,0,1
0.0007905694150420948,-0.004363323129985824,4
0,0,1
0.0007905694150420948,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0007905694150420948,-0.004363323129985824,4
0,0,1
0.0007905694150420948,0.0,4
0,0,1
0.001274754878398196,-0.004363323129985824,4
0,0,1
0.001274754878398196,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,1.5664330036649108,4
0,0,1
0.0005,1.5664330036649108,4
0,0,1
0.0005,1.5664330036649108,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,-0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
0.0005,0.004363323129985824,4
0,0,1
